,0,1,2,3,4,5,6,7,8,9,10,11,12,13
84,49*,78,52,7,0,94.23,3,not out,2,,v Ireland,Bristol,5 May 2017,ODI # 3864
85,73,106,73,8,0,100.00,3,caught,1,,v Ireland,Lord's,7 May 2017,ODI # 3865
86,37,93,51,2,0,72.54,3,caught,1,,v South Africa,Leeds,24 May 2017,ODI # 3872
87,39,50,41,6,0,95.12,3,run out,1,,v South Africa,Southampton,27 May 2017,ODI # 3873
88,2,6,5,0,0,40.00,3,lbw,1,,v South Africa,Lord's,29 May 2017,ODI # 3874
89,133*,202,129,11,1,103.10,3,not out,2,,v Bangladesh,The Oval,1 Jun 2017,ODI # 3875
90,64,122,65,4,2,98.46,3,bowled,1,,v New Zealand,Cardiff,6 Jun 2017,ODI # 3880
91,15,25,14,2,0,107.14,3,caught,2,,v Australia,Birmingham,10 Jun 2017,ODI # 3885
92,46,82,56,2,0,82.14,3,caught,1,,v Pakistan,Cardiff,14 Jun 2017,ODI # 3889
93,54,77,53,4,0,101.88,3,bowled,2,,v West Indies,Manchester,19 Sep 2017,ODI # 3911
94,DNB,-,-,-,-,-,-,-,1,,v West Indies,Nottingham,21 Sep 2017,ODI # 3913
95,84,120,79,7,2,106.32,3,lbw,1,,v West Indies,Bristol,24 Sep 2017,ODI # 3915
96,14,-,15,2,0,93.33,3,caught,2,,v West Indies,The Oval,27 Sep 2017,ODI # 3916
97,46*,-,44,2,1,104.54,3,not out,2,,v West Indies,Southampton,29 Sep 2017,ODI # 3918
98,91*,186,110,5,0,82.72,4,not out,2,,v Australia,Melbourne,14 Jan 2018,ODI # 3951
99,46*,-,58,1,0,79.31,4,not out,2,,v Australia,Brisbane,19 Jan 2018,ODI # 3958
100,27,-,31,1,0,87.09,4,bowled,1,,v Australia,Sydney,21 Jan 2018,ODI # 3960
101,0,-,7,0,0,0.00,4,caught,1,,v Australia,Adelaide,26 Jan 2018,ODI # 3966
